"Name","Unknown 1","Value","Durability","Armor","Hit","Damage","Vitality","Mana","Might","Grace","Will","Unknown 2","Unknown 3","Class","Unknown 4","Level","Regen","Protection","Damage S","Damage L"
"Sun Vest",0,250000,500000,1032,0,0,0,0,0,0,0,0,0,"Rogue",0,86,0,0,0,0
"Sun Blouse",0,250000,500000,1032,0,0,0,0,0,0,0,0,0,"Rogue",0,86,0,0,0,0
"Merchant Armor",0,500,10000,12,0,0,0,0,0,0,0,0,0,"Rogue",0,1,0,0,0,0
"Spring Tunic",0,500,10000,12,0,0,0,0,0,0,0,0,0,"Rogue",0,1,0,0,0,0
"Farmer Armor",0,750,50000,72,0,0,0,0,0,0,0,0,0,"Rogue",0,6,0,0,0,0
"Summer Tunic",0,750,50000,72,0,0,0,0,0,0,0,0,0,"Rogue",0,6,0,0,0,0
"King Armor",0,1250,100000,192,0,0,0,0,0,0,0,0,0,"Rogue",0,16,0,0,0,0
"Autumn Tunic",0,1250,100000,192,0,0,0,0,0,0,0,0,0,"Rogue",0,16,0,0,0,0
"Sky Armor",0,2000,150000,312,0,0,0,0,0,0,0,0,0,"Rogue",0,26,0,0,0,0
"Winter Tunic",0,2000,150000,312,0,0,0,0,0,0,0,0,0,"Rogue",0,26,0,0,0,0
"Ancient Armor",0,3000,200000,432,0,0,0,0,0,0,0,0,0,"Rogue",0,36,0,0,0,0
"Ancient Tunic",0,3000,200000,432,0,0,0,0,0,0,0,0,0,"Rogue",0,36,0,0,0,0
"Blood Armor",0,4500,250000,552,0,0,0,0,0,0,0,0,0,"Rogue",0,46,0,0,0,0
"Blood Tunic",0,4500,250000,552,0,0,0,0,0,0,0,0,0,"Rogue",0,46,0,0,0,0
"Earth Armor",0,6000,300000,672,0,0,0,0,0,0,0,0,0,"Rogue",0,56,0,0,0,0
"Earth Tunic",0,6000,300000,672,0,0,0,0,0,0,0,0,0,"Rogue",0,56,0,0,0,0
"Star Armor",0,50000,350000,792,0,0,0,0,0,0,0,0,0,"Rogue",0,66,0,0,0,0
"Star Tunic",0,50000,350000,792,0,0,0,0,0,0,0,0,0,"Rogue",0,66,0,0,0,0
"Moon Armor",0,125000,400000,912,0,0,0,0,0,0,0,0,0,"Rogue",0,76,0,0,0,0
"Moon Tunic",0,125000,400000,912,0,0,0,0,0,0,0,0,0,"Rogue",0,76,0,0,0,0
"Sun Armor",0,250000,500000,1032,0,0,0,0,0,0,0,0,0,"Rogue",0,86,0,0,0,0
"Sun Tunic",0,250000,500000,1032,0,0,0,0,0,0,0,0,0,"Rogue",0,86,0,0,0,0
"Spring Clothes",0,500,10000,8,0,0,0,0,0,0,0,0,0,"Mage",0,1,0,0,0,0
"Spring Dress",0,500,10000,8,0,0,0,0,0,0,0,0,0,"Mage",0,1,0,0,0,0
"Summer Clothes",0,750,50000,48,0,0,0,0,0,0,0,0,0,"Mage",0,6,0,0,0,0
"Summer Dress",0,750,50000,48,0,0,0,0,0,0,0,0,0,"Mage",0,6,0,0,0,0
"King Clothes",0,1250,100000,128,0,0,0,0,0,0,0,0,0,"Mage",0,16,0,0,0,0
"Autumn Dress",0,1250,100000,128,0,0,0,0,0,0,0,0,0,"Mage",0,16,0,0,0,0
"Sky Clothes",0,2000,150000,208,0,0,0,0,0,0,0,0,0,"Mage",0,26,0,0,0,0
"Winter Dress",0,2000,150000,208,0,0,0,0,0,0,0,0,0,"Mage",0,26,0,0,0,0
"Leather Clothes",0,3000,200000,288,0,0,0,0,0,0,0,0,0,"Mage",0,36,0,0,0,0
"Leather Dress",0,3000,200000,288,0,0,0,0,0,0,0,0,0,"Mage",0,36,0,0,0,0
"Blood Clothes",0,4500,250000,368,0,0,0,0,0,0,0,0,0,"Mage",0,46,0,0,0,0
"Ancient Dress",0,4500,250000,368,0,0,0,0,0,0,0,0,0,"Mage",0,46,0,0,0,0
"Earth Clothes",0,6000,300000,448,0,0,0,0,0,0,0,0,0,"Mage",0,56,0,0,0,0
"Earth Dress",0,6000,300000,448,0,0,0,0,0,0,0,0,0,"Mage",0,56,0,0,0,0
"Star Clothes",0,50000,350000,528,0,0,0,0,0,0,0,0,0,"Mage",0,66,0,0,0,0
"Star Dress",0,50000,350000,528,0,0,0,0,0,0,0,0,0,"Mage",0,66,0,0,0,0
"Moon Clothes",0,125000,400000,608,0,0,0,0,0,0,0,0,0,"Mage",0,76,0,0,0,0
"Moon Dress",0,125000,400000,608,0,0,0,0,0,0,0,0,0,"Mage",0,76,0,0,0,0
"Sun Clothes",0,250000,500000,688,0,0,0,0,0,0,0,0,0,"Mage",0,86,0,0,0,0
"Sun Dress",0,250000,500000,688,0,0,0,0,0,0,0,0,0,"Mage",0,86,0,0,0,0
"Merchant Coat",0,500,10000,8,0,0,0,0,0,0,0,0,0,"Mage",0,1,0,0,0,0
"Spring Robe",0,500,10000,8,0,0,0,0,0,0,0,0,0,"Mage",0,1,0,0,0,0
"Farmer Coat",0,750,50000,48,0,0,0,0,0,0,0,0,0,"Mage",0,6,0,0,0,0
"Summer Robe",0,750,50000,48,0,0,0,0,0,0,0,0,0,"Mage",0,6,0,0,0,0
"King Coat",0,1250,100000,128,0,0,0,0,0,0,0,0,0,"Mage",0,16,0,0,0,0
"Autumn Robe",0,1250,100000,128,0,0,0,0,0,0,0,0,0,"Mage",0,16,0,0,0,0
"Sky Coat",0,2000,150000,208,0,0,0,0,0,0,0,0,0,"Mage",0,26,0,0,0,0
"Winter Robe",0,2000,150000,208,0,0,0,0,0,0,0,0,0,"Mage",0,26,0,0,0,0
"Ancient Coat",0,3000,200000,288,0,0,0,0,0,0,0,0,0,"Mage",0,36,0,0,0,0
"Leather Robe",0,3000,200000,288,0,0,0,0,0,0,0,0,0,"Mage",0,36,0,0,0,0
"Family Coat",0,4500,250000,368,0,0,0,0,0,0,0,0,0,"Mage",0,46,0,0,0,0
"Heart Robe",0,4500,250000,368,0,0,0,0,0,0,0,0,0,"Mage",0,46,0,0,0,0
"Earth Coat",0,6000,300000,448,0,0,0,0,0,0,0,0,0,"Mage",0,56,0,0,0,0
"Earth Robe",0,6000,300000,448,0,0,0,0,0,0,0,0,0,"Mage",0,56,0,0,0,0
"Star Coat",0,50000,350000,528,0,0,0,0,0,0,0,0,0,"Mage",0,66,0,0,0,0
"Star Robe",0,50000,350000,528,0,0,0,0,0,0,0,0,0,"Mage",0,66,0,0,0,0
"Moon Coat",0,125000,400000,608,0,0,0,0,0,0,0,0,0,"Mage",0,76,0,0,0,0
"Moon Robe",0,125000,400000,608,0,0,0,0,0,0,0,0,0,"Mage",0,76,0,0,0,0
"Sun Coat",0,250000,500000,688,0,0,0,0,0,0,0,0,0,"Mage",0,86,0,0,0,0
"Sun Robe",0,250000,500000,688,0,0,0,0,0,0,0,0,0,"Mage",0,86,0,0,0,0
"Spring Cloak",0,500,10000,10,0,0,0,0,0,0,0,0,0,"Poet",0,1,0,0,0,0
"Spring Gown",0,500,10000,10,0,0,0,0,0,0,0,0,0,"Poet",0,1,0,0,0,0
"Summer Cloak",0,750,50000,60,0,0,0,0,0,0,0,0,0,"Poet",0,6,0,0,0,0
"Summer Gown",0,750,50000,60,0,0,0,0,0,0,0,0,0,"Poet",0,6,0,0,0,0
"Autumn Cloak",0,1250,100000,160,0,0,0,0,0,0,0,0,0,"Poet",0,16,0,0,0,0
"Autumn Gown",0,1250,100000,160,0,0,0,0,0,0,0,0,0,"Poet",0,16,0,0,0,0
"Winter Cloak",0,2000,150000,260,0,0,0,0,0,0,0,0,0,"Poet",0,26,0,0,0,0
"Winter Gown",0,2000,150000,260,0,0,0,0,0,0,0,0,0,"Poet",0,26,0,0,0,0
"Ancient Cloak",0,3000,200000,360,0,0,0,0,0,0,0,0,0,"Poet",0,36,0,0,0,0
"Leather Gown",0,3000,200000,360,0,0,0,0,0,0,0,0,0,"Poet",0,36,0,0,0,0
"Blood Cloak",0,4500,250000,460,0,0,0,0,0,0,0,0,0,"Poet",0,46,0,0,0,0
"Ancient Gown",0,4500,250000,460,0,0,0,0,0,0,0,0,0,"Poet",0,46,0,0,0,0
"Earth Cloak",0,6000,300000,560,0,0,0,0,0,0,0,0,0,"Poet",0,56,0,0,0,0
"Earth Gown",0,6000,300000,560,0,0,0,0,0,0,0,0,0,"Poet",0,56,0,0,0,0
"Star Cloak",0,50000,350000,660,0,0,0,0,0,0,0,0,0,"Poet",0,66,0,0,0,0
"Star Gown",0,50000,350000,660,0,0,0,0,0,0,0,0,0,"Poet",0,66,0,0,0,0
"Moon Cloak",0,125000,400000,760,0,0,0,0,0,0,0,0,0,"Poet",0,76,0,0,0,0
"Moon Gown",0,125000,400000,760,0,0,0,0,0,0,0,0,0,"Poet",0,76,0,0,0,0
"Sun Cloak",0,250000,500000,860,0,0,0,0,0,0,0,0,0,"Poet",0,86,0,0,0,0
"Sun Gown",0,250000,500000,860,0,0,0,0,0,0,0,0,0,"Poet",0,86,0,0,0,0
"Spring Mantle",0,500,10000,10,0,0,0,0,0,0,0,0,0,"Poet",0,1,0,0,0,0
"Spring Coat",0,500,10000,10,0,0,0,0,0,0,0,0,0,"Poet",0,1,0,0,0,0
"Summer Mantle",0,750,50000,60,0,0,0,0,0,0,0,0,0,"Poet",0,6,0,0,0,0
"Summer Fabric",0,750,50000,60,0,0,0,0,0,0,0,0,0,"Poet",0,6,0,0,0,0
"Autumn Mantle",0,1250,100000,160,0,0,0,0,0,0,0,0,0,"Poet",0,16,0,0,0,0
"Autumn Fabric",0,1250,100000,160,0,0,0,0,0,0,0,0,0,"Poet",0,16,0,0,0,0
"Winter Mantle",0,2000,150000,260,0,0,0,0,0,0,0,0,0,"Poet",0,26,0,0,0,0
"Winter Fabric",0,2000,150000,260,0,0,0,0,0,0,0,0,0,"Poet",0,26,0,0,0,0
"Ancient Mantle",0,3000,200000,360,0,0,0,0,0,0,0,0,0,"Poet",0,36,0,0,0,0
"Leather Fabric",0,3000,200000,360,0,0,0,0,0,0,0,0,0,"Poet",0,36,0,0,0,0
"Blood Mantle",0,4500,250000,460,0,0,0,0,0,0,0,0,0,"Poet",0,46,0,0,0,0
"Ancient Fabric",0,4500,250000,460,0,0,0,0,0,0,0,0,0,"Poet",0,46,0,0,0,0
"Earth Mantle",0,6000,300000,560,0,0,0,0,0,0,0,0,0,"Poet",0,56,0,0,0,0
"Earth Fabric",0,6000,300000,560,0,0,0,0,0,0,0,0,0,"Poet",0,56,0,0,0,0
"Star Mantle",0,50000,350000,660,0,0,0,0,0,0,0,0,0,"Poet",0,66,0,0,0,0
"Star Fabric",0,50000,350000,660,0,0,0,0,0,0,0,0,0,"Poet",0,66,0,0,0,0
"Moon Mantle",0,125000,400000,760,0,0,0,0,0,0,0,0,0,"Poet",0,76,0,0,0,0
"Moon Fabric",0,125000,400000,760,0,0,0,0,0,0,0,0,0,"Poet",0,76,0,0,0,0
"Sun Mantle",0,250000,500000,860,0,0,0,0,0,0,0,0,0,"Poet",0,86,0,0,0,0
"Sun Fabric",0,250000,500000,860,0,0,0,0,0,0,0,0,0,"Poet",0,86,0,0,0,0
"King Warrior Chainmail",0,500000,500000,900,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,2000m2500,2000m2500
"Queen Warrior Costume",0,500000,500000,900,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,2000m2500,2000m2500
"King Rogue Armor",0,500000,500000,675,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,1250m1625,1250m1625
"Queen Rogue Tunic",0,500000,500000,675,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,1250m1625,1250m1625
"King Mage Coat",0,500000,500000,450,0,0,0,0,0,0,0,1625,0,"Mage",0,99,0,0,875m1125,875m1125
"Queen Mage Robe",0,500000,500000,450,0,0,0,0,0,0,0,1625,0,"Mage",0,99,0,0,875m1125,875m1125
"King Poet Cloak",0,500000,500000,585,0,0,0,0,0,0,0,1250,0,"Poet",0,99,0,0,1000m1375,1000m1375
"Queen Poet Gown",0,500000,500000,585,0,0,0,0,0,0,0,1250,0,"Poet",0,99,0,0,1000m1375,1000m1375
"JunSa Chainmail",0,500000,600000,1800,0,0,0,0,0,0,0,0,0,"Warrior",1,99,0,0,2500m3750,2500m3750
"JunSa Costume",0,500000,600000,1800,0,0,0,0,0,0,0,0,0,"Warrior",1,99,0,0,2500m3750,2500m3750
"Assassin Armor",0,500000,600000,1350,0,0,0,0,0,0,0,0,0,"Rogue",1,99,0,0,1500m2000,1500m2000
"Assassin Tunic",0,500000,600000,1350,0,0,0,0,0,0,0,0,0,"Rogue",1,99,0,0,1500m2000,1500m2000
"SulSa Coat",0,500000,600000,900,0,0,0,0,0,0,0,1875,0,"Mage",1,99,0,0,1000m1500,1000m1500
"SulSa Robe",0,500000,600000,900,0,0,0,0,0,0,0,1875,0,"Mage",1,99,0,0,1000m1500,1000m1500
"DoRin Cloak",0,500000,600000,1170,0,0,0,0,0,0,0,1500,0,"Poet",1,99,0,0,1125m1625,1125m1625
"DoRin Gown",0,500000,600000,1170,0,0,0,0,0,0,0,1500,0,"Poet",1,99,0,0,1125m1625,1125m1625
"MuSa Chainmail",0,500000,750000,2700,0,0,0,0,0,0,0,0,0,"Warrior",2,99,0,0,3750m5000,3750m5000
"MuSa Costume",0,500000,750000,2700,0,0,0,0,0,0,0,0,0,"Warrior",2,99,0,0,3750m5000,3750m5000
"Ninja Armor",0,500000,750000,2025,0,0,0,0,0,0,0,0,0,"Rogue",2,99,0,0,2250m2750,2250m2750
"Ninja Tunic",0,500000,750000,2025,0,0,0,0,0,0,0,0,0,"Rogue",2,99,0,0,2250m2750,2250m2750
"JuSulSa Coat",0,500000,750000,1350,0,0,0,0,0,0,0,2125,0,"Mage",2,99,0,0,1500m2000,1500m2000
"JuSulSa Robe",0,500000,750000,1350,0,0,0,0,0,0,0,2125,0,"Mage",2,99,0,0,1500m2000,1500m2000
"MyungRin Cloak",0,500000,750000,1755,0,0,0,0,0,0,0,1750,0,"Poet",2,99,0,0,1625m2125,1625m2125
"MyungRin Gown",0,500000,750000,1755,0,0,0,0,0,0,0,1750,0,"Poet",2,99,0,0,1625m2125,1625m2125
"Tara Clothes",0,150000,300000,3600,0,0,10000,5000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Tara Dress",0,150000,300000,3600,0,0,10000,5000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Mythic Armor",0,250000,750000,1800,0,0,0,0,0,0,0,0,0,"Peasant",0,99,500,0,0,0
"Mythic Tunic",0,250000,750000,1800,0,0,0,0,0,0,0,0,0,"Peasant",0,99,500,0,0,0
"Red Flag",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"White Flag",0,1,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Heroes Mail",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Heroes Robe",0,1,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Santa Outfit",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"New Year Clothes",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"New Year Robe",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Vortex Armor",0,500000,750000,2700,0,0,0,0,0,0,0,0,0,"Peasant",0,99,750,0,0,0
"Vortex Tunic",0,500000,750000,2700,0,0,0,0,0,0,0,0,0,"Peasant",0,99,750,0,0,0
"empty 4",0,2,300000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"HwaRangDo Chainmail",0,1000000,850000,4500,0,0,0,0,0,0,0,0,0,"Warrior",3,99,0,0,6000m7000,6000m7000
"HwaRangDo Costume",0,1000000,850000,4500,0,0,0,0,0,0,0,0,0,"Warrior",3,99,0,0,6000m7000,6000m7000
"DoJuk Armor",0,1000000,850000,3375,0,0,0,0,0,0,0,0,0,"Rogue",3,99,0,0,3250m3750,3250m3750
"DoJuk Tunic",0,1000000,850000,3375,0,0,0,0,0,0,0,0,0,"Rogue",3,99,0,0,3250m3750,3250m3750
"HyunSa Coat",0,1000000,850000,2250,0,0,0,0,0,0,0,3125,0,"Mage",3,99,0,0,2250m2750,2250m2750
"HyunSa Robe",0,1000000,850000,2250,0,0,0,0,0,0,0,3125,0,"Mage",3,99,0,0,2250m2750,2250m2750
"JinRin Cloak",0,1000000,850000,2925,0,0,0,0,0,0,0,2750,0,"Poet",3,99,0,0,2500m3000,2500m3000
"JinRin Gown",0,1000000,850000,2925,0,0,0,0,0,0,0,2750,0,"Poet",3,99,0,0,2500m3000,2500m3000
"empty",0,2,1000000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"empty 2",0,2,1000000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Citadel Armor",0,2,500000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"empty 3",0,2,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 1",0,50000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 2",0,100000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 3",0,150000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 4",0,200000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 5",0,375000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 6",0,500000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 7",0,625000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 8",0,750000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 9",0,875000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 10",0,1000000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress Z",0,5000000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 12",0,600000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 13",0,650000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 14",0,700000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 15",0,750000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 16",0,800000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 17",0,850000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 18",0,900000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 19",0,950000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 20",0,1000000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 21",0,1050000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 22",0,1100000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 23",0,1150000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 24",0,1200000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 25",0,1250000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 26",0,1300000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 27",0,1350000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 28",0,1400000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 29",0,1450000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 30",0,1500000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 31",0,1550000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Wedding Dress 32",0,1600000,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Quiser Cloak",0,0,500000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Armor of JuJak",0,1000000,999999,5850,0,0,60000,30000,0,0,0,0,-50000,"Peasant",0,99,10000,10000,0,0
"Armor of Baekho",0,1000000,999999,5850,0,0,60000,30000,0,0,0,0,-50000,"Peasant",0,99,10000,10000,0,0
"Armor of HyunMoo",0,1000000,999999,5850,0,0,60000,30000,0,0,0,0,-50000,"Peasant",0,99,10000,10000,0,0
"Armor of ChungRyong",0,1000000,999999,5850,0,0,60000,30000,0,0,0,0,-50000,"Peasant",0,99,10000,10000,0,0
"Boy Kimono",0,500000,999999,5850,0,0,20000,10000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Girl Kimono",0,500000,999999,5850,0,0,20000,10000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Boy Ice Coat",0,500000,999999,7000,0,0,0,0,5,5,5,5000,-10000,"Peasant",0,99,15000,8000,0,0
"Girl Ice Coat",0,500000,999999,7000,0,0,0,0,5,5,5,5000,-10000,"Peasant",0,99,15000,8000,0,0
"Leather Armor",0,500000,999999,0,0,0,0,0,0,0,0,2500,0,"Peasant",0,99,0,0,4000m5000,4000m5000
"Leather Tunic",0,500000,999999,0,0,0,0,0,0,0,0,2500,0,"Peasant",0,99,0,0,4000m5000,4000m5000
"Sonhi Seath",0,500000,999999,0,0,0,10000,5000,0,0,0,0,-10000,"Peasant",0,99,1000,1000,0,0
"Sonhi Dress",0,500000,999999,0,0,0,10000,5000,0,0,0,0,-10000,"Peasant",0,99,1000,1000,0,0
"Chestguard Armor",0,500000,999999,0,0,0,20000,10000,0,0,0,0,-1000,"Peasant",0,99,1500,1500,0,0
"Chestguard Tunic",0,500000,999999,0,0,0,20000,10000,0,0,0,0,-1000,"Peasant",0,99,1500,1500,0,0
"Chestplate Armor",0,500000,999999,0,0,0,0,0,0,0,0,3000,0,"Peasant",0,99,0,0,6000m7000,6000m7000
"Chestplate Tunic",0,500000,999999,0,0,0,0,0,0,0,0,3000,0,"Peasant",0,99,0,0,6000m7000,6000m7000
"Tao Robe",0,500000,999999,0,0,0,30000,15000,0,0,0,0,-1000,"Peasant",0,99,2000,2000,0,0
"Taiji Robe",0,500000,999999,0,0,0,30000,15000,0,0,0,0,-1000,"Peasant",0,99,2000,2000,0,0
"Leopard Coat",0,500000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,8000m9000,8000m9000
"Leopard Cloak",0,500000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,8000m9000,8000m9000
"Lope Bow Fire",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Rainbow",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Onyx",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Turquoise",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Topaz",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Tourmaline",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Sapphire",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Peridot",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Ruby",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Alexandrite",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Emerald",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Diamond",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Aquamarine",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lope Bow Garnet",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wooden Shield",0,100,110000,1000,0,0,500,0,0,0,0,0,-500,"Peasant",0,1,0,10000,0,0
"Iron Shield",0,10000,360000,1000,0,0,2000,0,0,0,0,0,-5000,"Warrior",0,36,0,10000,0,0
"Round Shield",0,50000,500000,3000,0,0,5000,0,0,0,0,0,-10000,"Warrior",0,99,0,20000,0,0
"Burgundy Shield",0,250000,750000,5000,0,0,10000,0,0,0,0,0,-35000,"Warrior",0,99,0,20000,0,0
"Ketupat Lantern",0,50000,500000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Grass Net",0,1000,10,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Bug Catcher",0,1000,25,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Chinese Lantern",0,100000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Holy Lantern",0,5000000,1000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Plate Shield",0,500000,800000,5000,0,0,20000,0,0,0,0,0,-50000,"22",0,99,0,20000,0,0
"Violet Guard",0,500000,800000,3500,0,0,20000,0,0,0,0,0,-50000,"29",0,99,0,15000,0,0
"Wooden Quiver",0,500000,800000,0,0,0,0,0,0,0,0,0,0,"24",0,99,0,0,0,0
"Hunting Quiver",0,2,1000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Merchant Helmet",0,500,10000,10,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Spring Cap",0,500,10000,10,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Farmer Helmet",0,750,60000,60,0,0,0,0,0,0,0,0,0,"Peasant",0,6,0,0,0,0
"Summer Cap",0,750,60000,60,0,0,0,0,0,0,0,0,0,"Peasant",0,6,0,0,0,0
"King Helmet",0,1250,160000,160,0,0,0,0,0,0,0,0,0,"Peasant",0,16,0,0,0,0
"Autumn Cap",0,1250,160000,160,0,0,0,0,0,0,0,0,0,"Peasant",0,16,0,0,0,0
"Sky Helmet",0,2000,260000,260,0,0,0,0,0,0,0,0,0,"Peasant",0,26,0,0,0,0
"Winter Cap",0,2000,260000,260,0,0,0,0,0,0,0,0,0,"Peasant",0,26,0,0,0,0
"Ancient Helmet",0,3000,360000,360,0,0,0,0,0,0,0,0,0,"Peasant",0,36,0,0,0,0
"Ancient Cap",0,3000,360000,360,0,0,0,0,0,0,0,0,0,"Peasant",0,36,0,0,0,0
"Bloody Helmet",0,4500,460000,460,0,0,0,0,0,0,0,0,0,"Peasant",0,46,0,0,0,0
"Bloody Cap",0,4500,460000,460,0,0,0,0,0,0,0,0,0,"Peasant",0,46,0,0,0,0
