"Name","Unknown 1","Value","Durability","Armor","Hit","Damage","Vitality","Mana","Might","Grace","Will","Unknown 2","Unknown 3","Class","Unknown 4","Level","Regen","Protection","Damage S","Damage L"
"Rusted lure",1,30000,300,0,1,1,750,250,2,2,2,0,0,"Peasant",0,70,0,0,0,0
"Fluorescent Starheart band",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Short sunrise hanbok",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sa san dae do",10,200000,4000000,-2,2,2,10000,0,1,1,1,0,0,"Warrior",4,99,50,2,100m700,150m750
"Chiffon holiday suit",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue glowing flame",0,50000,5000000,0,0,0,100,100,0,0,0,0,0,"Peasant",0,50,100,0,80m100,80m100
"Barnacle pirate hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown princely jacket",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Farmer waistcoat",1,20,5000,-12,0,0,0,0,0,0,0,0,0,"Rogue",0,6,0,0,0,0
"Crafty tengri",1,10000,10000,-7,0,0,200,500,0,1,1,0,0,"Peasant",0,50,2,1,0,0
"Green pumpkin hood",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon grass skirt",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Steel Guard helmet",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark shinobi tunic",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Kaneli moth wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sunny bathing garment",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 110",1,10,1000000,0,0,0,0,-1100000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Amber drop fillet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Meadow flora braid",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White Mandarin hat",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter cadet booties",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blonde front spike",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mukuta4",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Fuschia ruffled gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Samogwandae shell shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White fish gills",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bamboo",10,5000,15000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,1m5,1m5
"Smooth winter hood",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 146",1,10,1000000,0,0,0,-2920000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Black short tail hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Copper long skirt",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wildflower antenna",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Moose horns",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blonde parted hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red thunder shield",1,20000,300000,-6,0,0,1000,0,0,-4,0,0,0,"Warrior",0,97,2,2,0,0
"Blue round bowl",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cornflower ethereal twist",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green Beach Trunks",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Tyrian parka",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Snap bow",22,2000,500,0,0,0,0,0,0,0,0,0,0,"Rogue",0,0,0,0,1m5,1m5
"Dark star skull",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Round pigtails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Palm bathing trousers",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Warded skirt",10,60000,160000,-35,1,0,370,370,1,1,2,0,0,"Mage",1,99,0,0,0,0
"White-Red Koromo dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cerulean long coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sa san musical charm",1,350000,360000,0,0,0,24000,4500,0,0,3,0,0,"Poet",4,99,3,0,0,0
"Maroon shades",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Petal jupe",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter sandy boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Opal curious bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red ogre band",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cerulean imperial wrap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Il san staff of chi",10,250000,180000,0,0,0,10000,8000,0,2,8,0,0,"Mage",1,99,5,0,10m20,10m20
"Sleep arrow",1,5000,100,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,600m1000,800m1400
"Dead player",1,20000,100000,-6,1,5,250,100,3,-1,3,0,0,"Warrior",0,50,0,5,0,0
"Gold puffy-sleeve robe",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Viper's tooth",20,60000,15000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,35m70,27m53
"Red warm cape",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lotus short sweep",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 81",1,10,1000000,0,0,0,-1620000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Xiou's magic crown",1,50000,50000,-9,0,0,50,50,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"angel dress12",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 177",1,10,1000000,0,0,0,0,-1770000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Electric Jokduri",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue haste shield",1,20000,300000,-6,0,0,2000,2000,0,-2,0,0,0,"Rogue",2,99,4,4,0,0
"Blonde long locks",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon tako hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Baji clay shoes",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ancient gown",1,2700,29000,-19,0,0,0,0,0,0,0,0,0,"Poet",0,46,0,0,0,0
"Sea ethereal tie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon shinobi tunic",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black seraphim wings",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Crimson Cambium",1,40000,50000,2,0,0,9000,0,4,2,0,0,0,"Peasant",2,99,25,1,0,0
"Ruby wavy tail",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Asugumori kanmuri",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black rose goth dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Rust snazzy suit",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gold clingy tako",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Flowery amber hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Summer blouse",1,20,5000,-12,0,0,0,0,0,0,0,0,0,"Rogue",0,6,0,0,0,0
"Purple Cheongsan",1,5000,5000,4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,1,0,0
"Nouveau holiday shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 48",1,10,1000000,0,0,0,0,-480000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Brown crescent keun hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Slimey ghost coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Berry curly doll hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White wedding dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple male pom beanie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Spring garb",1,5,3000,-4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Rainbow mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Silver warrior tie",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 277",1,10,1000000,0,0,0,-5540000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Rusty bandito",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ice sabre",4,20000,200000,4,0,0,0,0,0,0,0,0,0,"Peasant",0,60,0,0,50m100,40m90
"Twilight bunny muffs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Summer Qi Pao",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White angled bangs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Watermelon sweetheart bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple dim shield",1,20000,300000,-1,0,0,125,250,0,-1,1,0,0,"Poet",0,69,2,0,0,0
"Teikaris hammer",10,15,100,0,2,1,0,0,0,0,0,0,0,"Peasant",0,10,0,0,10m10,10m10
"Forsaken ring",1,150000,60000,-16,3,4,-800,-800,-12,-12,-12,0,0,"Peasant",0,99,0,1,0,0
"Prevaricator's great blade",20,50000,5000000,0,2,5,30000,5000,5,0,0,0,0,"Warrior",3,99,0,0,200m600,200m600
"Forest tuxedo",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Chocolate chopsticks",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Fine etched blade",10,200000,400000,-2,10,0,4000,2000,0,0,0,0,0,"Rogue",0,99,0,0,200m300,200m300
"Nutmeg haktcha hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon heart scepter",0,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,30m70,40m70
"Nova angel dress",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sepia female geta",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon of Justice",0,100000,5000000,0,0,0,0,1000,0,0,12,0,0,"Peasant",0,70,0,0,90m90,100m100
"Navy priests queue",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown Hare dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"His sleepy pjs",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Olive ninetails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bonbon holiday skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 244",1,10,1000000,0,0,0,0,-2440000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"forrest green goatee",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green musketeer dress",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brave mountain mask",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark Pink embroidered gown",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black bat wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black floral circlet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Prism yangban",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"dark poet9",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Emerald tea tails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"New Spirit mask",10,200000,100000,-7,2,4,1000,1500,1,4,0,0,0,"Peasant",0,99,3,0,0,0
"Alizarin helmet",1,10000,30000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"guy tail23",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blonde kitten hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 212",1,10,1000000,0,0,0,-4240000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"ember full beard",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gypsy walnut headscarf",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Rainbow Starheart band",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Short slate hanbok",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Burgundy holiday suit",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Violet alchemist's mask",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Coastline pirate hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Forest princely jacket",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Royal waistcoat",1,80,7000,-15,0,0,0,0,0,0,0,0,0,"Rogue",0,16,0,0,0,0
"Sly tengri",1,20000,20000,-8,0,0,500,1000,0,2,2,0,0,"Peasant",0,99,2,1,0,0
"Olive pumpkin hood",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Huk sae fan",10,1000,10000,0,1,0,0,0,0,0,0,0,0,"Peasant",0,11,20,0,5m15,5m15
"Violet Maiden dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nimble shinobi tunic",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wildflower moth wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Living bekyun's arrow",1,1000,100,0,0,0,0,0,0,0,0,0,0,"Peasant",0,70,0,0,8000m1600012000m18000,12000m18000
"Electric bathing garment",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 111",1,10,1000000,0,0,0,0,-1110000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Kunzite drop fillet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter frost booties",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Glowing lure",1,30000,30000,0,1,1,1500,500,1,1,1,0,0,"Peasant",0,99,0,0,0,0
"Red front spike",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mukuta6",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mauve ruffled gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Hwalot rose",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ancient fish gills",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Glossy winter hood",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 147",1,10,1000000,0,0,0,-2940000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Blossom short tail hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Chartreuse long skirt",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Twilight antenna",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown moose horns",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green scarf band",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Spring wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Yellow glowing flame",0,50000,5000000,0,0,0,100,100,0,0,0,0,0,"Peasant",0,50,100,0,80m100,80m100
"Red torrent shield",1,20000,300000,-7,0,0,2000,0,0,-3,0,0,0,"Warrior",1,99,3,3,0,0
"Luxury white bracelet",1,172000,40000,-9,0,0,200,200,3,3,3,0,0,"Peasant",0,99,2,2,0,0
"Green round bowl",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Berry ethereal twist",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green Beach Skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple parka",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Midnight star skull",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Slick back hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sunny bathing trousers",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Warded robes",10,60000,160000,-32,1,0,120,620,0,1,2,0,0,"Poet",1,99,0,0,0,0
"Orange Koromo dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red Shocked eyes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Leather long coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Golden haktcha tails",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green shades",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brilliant jupe",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter lilac boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Amethyst curious bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple ogre band",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black ornate tie",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Evil Warlord Armor",1,20000,100000,-46,1,5,250,100,3,-1,3,0,0,"5",5,99,0,5,0,0
"Green puffy-sleeve robe",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Honored male garb",1,1000,1000,-12,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"angel hair9",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sea warm cape",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Palm short sweep",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 82",1,10,1000000,0,0,0,-1640000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Xiou's spiritual hood",1,50000,50000,-9,0,0,50,50,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"angel dress14",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 178",1,10,1000000,0,0,0,0,-1780000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Blue stealth shield",1,20000,300000,-7,0,0,4000,4000,0,-2,0,0,0,"Rogue",3,99,5,5,0,0
"Red long locks",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon angel wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Baji black hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Earth gown",1,3700,45000,-20,0,0,0,0,0,0,0,0,0,"Poet",0,56,0,0,0,0
"Lemon ethereal tie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon pom garb",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Holiday seraphim wings",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Rose wavy tail",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Onyx kanmuri",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Amethyst goth dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lagoon clingy tako",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Flowery luxor hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nagnag bow",60,2000,2000,2,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,2m10,2m10
"Black Cheongsan",1,5000,5000,4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,1,0,0
"Lovely holiday shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple crescent keun hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Creepy witches hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pewter curly doll hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wedding suit",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Orchid male pom beanie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Summer garb",1,20,5000,-9,0,0,0,0,0,0,0,0,0,"Mage",0,5,0,0,0,0
"Winter frost cap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Baji jeogori",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sinimusta mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Crimson warrior tie",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nagnag dagger",2,2000,250000,-1,0,2,100,100,2,-2,0,0,0,"Peasant",0,11,5,0,45m60,45m60
"Vitality Balance 278",1,10,1000000,0,0,0,-5560000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Old gold bandito",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Minor Chakram",100,100000,80000,-3,0,0,3000,1500,0,0,3,0,0,"Peasant",0,99,15,0,100m110,100m110
"Blood",10,100000,400000,-1,6,0,0,0,0,0,0,0,0,"Rogue",0,95,0,0,150m200,150m200
"Explosive arrow",1,5000,100,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,800m1200,1000m1600
"Cerise bunny muffs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 17",1,10,1000000,0,0,0,-340000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Winter Qi Pao",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue angled bangs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Berry sweetheart bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple dusk shield",1,20000,300000,-2,0,0,250,500,0,-1,2,0,0,"Poet",0,97,4,0,0,0
"Perseverance",1,100,10000,0,0,0,200,0,5,5,5,0,0,"Peasant",0,20,0,5,0,0
"Silver tuxedo",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Punch baeja",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nuit haktcha hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cerise angel dress",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Shamrock female geta",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Forest priests queue",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bronze Hare dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"His love pjs",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Iron circle",1,1000,6000,0,1,1,50,50,0,0,1,0,0,"Peasant",0,10,10,0,0,0
"Lime ninetails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
